时间,sx,,重新排序列,dx
2017\8\8 7:00,39,,1651,19
2017\8\8 7:02,36,,1652,18
2017\8\8 7:04,41,,1653,20
2017\8\8 7:06,40,,1654,20
2017\8\8 7:08,24,,1655,12
2017\8\8 7:10,46,,1656,23
2017\8\8 7:12,37,,1657,18
2017\8\8 7:14,67,,1658,33
2017\8\8 7:16,46,,1659,23
2017\8\8 7:18,46,,1660,23
2017\8\8 7:20,66,,1661,33
2017\8\8 7:22,84,,1662,42
2017\8\8 7:24,97,,1663,48
2017\8\8 7:26,95,,1664,47
2017\8\8 7:28,56,,1665,28
2017\8\8 7:30,81,,1666,40
2017\8\8 7:32,60,,1667,30
2017\8\8 7:34,125,,1668,62
2017\8\8 7:36,83,,1669,41
2017\8\8 7:38,134,,1670,67
2017\8\8 7:40,78,,1671,39
2017\8\8 7:42,156,,1672,78
2017\8\8 7:44,98,,1673,49
2017\8\8 7:46,191,,1674,95
2017\8\8 7:48,131,,1675,65
2017\8\8 7:50,187,,1676,93
2017\8\8 7:52,194,,1677,97
2017\8\8 7:54,196,,1678,98
2017\8\8 7:56,125,,1679,62
2017\8\8 7:58,235,,1680,117
2017\8\8 8:00,225,,1681,112
2017\8\8 8:02,231,,1682,115
2017\8\8 8:04,238,,1683,119
2017\8\8 8:06,186,,1684,93
2017\8\8 8:08,283,,1685,141
2017\8\8 8:10,271,,1686,135
2017\8\8 8:12,297,,1687,148
2017\8\8 8:14,331,,1688,165
2017\8\8 8:16,396,,1689,198
2017\8\8 8:18,397,,1690,198
2017\8\8 8:20,365,,1691,182
2017\8\8 8:22,386,,1692,193
2017\8\8 8:24,386,,1693,193
2017\8\8 8:26,348,,1694,174
2017\8\8 8:28,473,,1695,236
2017\8\8 8:30,385,,1696,192
2017\8\8 8:32,423,,1697,211
2017\8\8 8:34,424,,1698,212
2017\8\8 8:36,522,,1699,261
2017\8\8 8:38,389,,1700,194
2017\8\8 8:40,476,,1701,238
2017\8\8 8:42,398,,1702,199
2017\8\8 8:44,562,,1703,281
2017\8\8 8:46,440,,1704,220
2017\8\8 8:48,464,,1705,232
2017\8\8 8:50,493,,1706,246
2017\8\8 8:52,334,,1707,167
2017\8\8 8:54,422,,1708,211
2017\8\8 8:56,336,,1709,168
2017\8\8 8:58,262,,1710,131
2017\8\8 9:00,371,,1711,185
2017\8\8 9:02,347,,1712,173
2017\8\8 9:04,299,,1713,149
2017\8\8 9:06,302,,1714,151
2017\8\8 9:08,256,,1715,128
2017\8\8 9:10,379,,1716,189
2017\8\8 9:12,266,,1717,133
2017\8\8 9:14,305,,1718,152
2017\8\8 9:16,329,,1719,164
2017\8\8 9:18,251,,1720,125
2017\8\8 9:20,230,,1721,115
2017\8\8 9:22,245,,1722,122
2017\8\8 9:24,209,,1723,104
2017\8\8 9:26,213,,1724,106
2017\8\8 9:28,227,,1725,113
2017\8\8 9:30,229,,1726,114
2017\8\8 9:32,157,,1727,78
2017\8\8 9:34,218,,1728,109
2017\8\8 9:36,181,,1729,90
2017\8\8 9:38,214,,1730,107
2017\8\8 9:40,218,,1731,109
2017\8\8 9:42,187,,1732,93
2017\8\8 9:44,272,,1733,136
2017\8\8 9:46,136,,1734,68
2017\8\8 9:48,218,,1735,109
2017\8\8 9:50,228,,1736,114
2017\8\8 9:52,145,,1737,72
2017\8\8 9:54,223,,1738,111
2017\8\8 9:56,237,,1739,118
2017\8\8 9:58,149,,1740,74
2017\8\8 10:00,190,,1741,95
2017\8\8 10:02,134,,1742,67
2017\8\8 10:04,160,,1743,80
2017\8\8 10:06,118,,1744,59
2017\8\8 10:08,134,,1745,67
2017\8\8 10:10,102,,1746,51
2017\8\8 10:12,127,,1747,63
2017\8\8 10:14,193,,1748,96
2017\8\8 10:16,85,,1749,42
2017\8\8 10:18,129,,1750,64
2017\8\8 10:20,113,,1751,56
2017\8\8 10:22,75,,1752,37
2017\8\8 10:24,99,,1753,49
2017\8\8 10:26,144,,1754,72
2017\8\8 10:28,77,,1755,38
2017\8\8 10:30,112,,1756,56
2017\8\8 10:32,147,,1757,73
2017\8\8 10:34,105,,1758,52
2017\8\8 10:36,116,,1759,58
2017\8\8 10:38,96,,1760,48
2017\8\8 10:40,53,,1761,26
2017\8\8 10:42,111,,1762,55
2017\8\8 10:44,122,,1763,61
2017\8\8 10:46,73,,1764,36
2017\8\8 10:48,100,,1765,50
2017\8\8 10:50,99,,1766,49
2017\8\8 10:52,77,,1767,38
2017\8\8 10:54,102,,1768,51
2017\8\8 10:56,117,,1769,58
2017\8\8 10:58,71,,1770,35
2017\8\8 11:00,95,,1771,47
2017\8\8 11:02,101,,1772,50
2017\8\8 11:04,66,,1773,33
2017\8\8 11:06,86,,1774,43
2017\8\8 11:08,118,,1775,59
2017\8\8 11:10,107,,1776,53
2017\8\8 11:12,140,,1777,70
2017\8\8 11:14,135,,1778,67
2017\8\8 11:16,55,,1779,27
2017\8\8 11:18,114,,1780,57
2017\8\8 11:20,88,,1781,44
2017\8\8 11:22,99,,1782,49
2017\8\8 11:24,84,,1783,42
2017\8\8 11:26,121,,1784,60
2017\8\8 11:28,91,,1785,45
2017\8\8 11:30,117,,1786,58
2017\8\8 11:32,85,,1787,42
2017\8\8 11:34,64,,1788,32
2017\8\8 11:36,99,,1789,49
2017\8\8 11:38,108,,1790,54
2017\8\8 11:40,79,,1791,39
2017\8\8 11:42,75,,1792,37
2017\8\8 11:44,114,,1793,57
2017\8\8 11:46,91,,1794,45
2017\8\8 11:48,86,,1795,43
2017\8\8 11:50,131,,1796,65
2017\8\8 11:52,63,,1797,31
2017\8\8 11:54,82,,1798,41
2017\8\8 11:56,96,,1799,48
2017\8\8 11:58,77,,1800,38
2017\8\8 12:00,71,,1801,35
2017\8\8 12:02,89,,1802,44
2017\8\8 12:04,72,,1803,36
2017\8\8 12:06,92,,1804,46
2017\8\8 12:08,88,,1805,44
2017\8\8 12:10,113,,1806,56
2017\8\8 12:12,54,,1807,27
2017\8\8 12:14,121,,1808,60
2017\8\8 12:16,96,,1809,48
2017\8\8 12:18,84,,1810,42
2017\8\8 12:20,101,,1811,50
2017\8\8 12:22,97,,1812,48
2017\8\8 12:24,59,,1813,29
2017\8\8 12:26,97,,1814,48
2017\8\8 12:28,82,,1815,41
2017\8\8 12:30,78,,1816,39
2017\8\8 12:32,87,,1817,43
2017\8\8 12:34,79,,1818,39
2017\8\8 12:36,109,,1819,54
2017\8\8 12:38,85,,1820,42
2017\8\8 12:40,91,,1821,45
2017\8\8 12:42,43,,1822,21
2017\8\8 12:44,80,,1823,40
2017\8\8 12:46,103,,1824,51
2017\8\8 12:48,79,,1825,39
2017\8\8 12:50,78,,1826,39
2017\8\8 12:52,121,,1827,60
2017\8\8 12:54,62,,1828,31
2017\8\8 12:56,112,,1829,56
2017\8\8 12:58,78,,1830,39
2017\8\8 13:00,97,,1831,48
2017\8\8 13:02,112,,1832,56
2017\8\8 13:04,71,,1833,35
2017\8\8 13:06,89,,1834,44
2017\8\8 13:08,125,,1835,62
2017\8\8 13:10,112,,1836,56
2017\8\8 13:12,129,,1837,64
2017\8\8 13:14,107,,1838,53
2017\8\8 13:16,73,,1839,36
2017\8\8 13:18,133,,1840,66
2017\8\8 13:20,112,,1841,56
2017\8\8 13:22,77,,1842,38
2017\8\8 13:24,70,,1843,35
2017\8\8 13:26,87,,1844,43
2017\8\8 13:28,85,,1845,42
2017\8\8 13:30,79,,1846,39
2017\8\8 13:32,106,,1847,53
2017\8\8 13:34,97,,1848,48
2017\8\8 13:36,106,,1849,53
2017\8\8 13:38,116,,1850,58
2017\8\8 13:40,57,,1851,28
2017\8\8 13:42,99,,1852,49
2017\8\8 13:44,84,,1853,42
2017\8\8 13:46,72,,1854,36
2017\8\8 13:48,110,,1855,55
2017\8\8 13:50,73,,1856,36
2017\8\8 13:52,73,,1857,36
2017\8\8 13:54,86,,1858,43
2017\8\8 13:56,95,,1859,47
2017\8\8 13:58,101,,1860,50
2017\8\8 14:00,98,,1861,49
2017\8\8 14:02,97,,1862,48
2017\8\8 14:04,68,,1863,34
2017\8\8 14:06,98,,1864,49
2017\8\8 14:08,99,,1865,49
2017\8\8 14:10,69,,1866,34
2017\8\8 14:12,92,,1867,46
2017\8\8 14:14,98,,1868,49
2017\8\8 14:16,108,,1869,54
2017\8\8 14:18,96,,1870,48
2017\8\8 14:20,89,,1871,44
2017\8\8 14:22,76,,1872,38
2017\8\8 14:24,103,,1873,51
2017\8\8 14:26,106,,1874,53
2017\8\8 14:28,70,,1875,35
2017\8\8 14:30,96,,1876,48
2017\8\8 14:32,100,,1877,50
2017\8\8 14:34,86,,1878,43
2017\8\8 14:36,71,,1879,35
2017\8\8 14:38,119,,1880,59
2017\8\8 14:40,51,,1881,25
2017\8\8 14:42,80,,1882,40
2017\8\8 14:44,97,,1883,48
2017\8\8 14:46,92,,1884,46
2017\8\8 14:48,82,,1885,41
2017\8\8 14:50,61,,1886,30
2017\8\8 14:52,79,,1887,39
2017\8\8 14:54,63,,1888,31
2017\8\8 14:56,73,,1889,36
2017\8\8 14:58,89,,1890,44
2017\8\8 15:00,94,,1891,47
2017\8\8 15:02,88,,1892,44
2017\8\8 15:04,91,,1893,45
2017\8\8 15:06,103,,1894,51
2017\8\8 15:08,86,,1895,43
2017\8\8 15:10,64,,1896,32
2017\8\8 15:12,103,,1897,51
2017\8\8 15:14,90,,1898,45
2017\8\8 15:16,58,,1899,29
2017\8\8 15:18,93,,1900,46
2017\8\8 15:20,80,,1901,40
2017\8\8 15:22,80,,1902,40
2017\8\8 15:24,82,,1903,41
2017\8\8 15:26,83,,1904,41
2017\8\8 15:28,94,,1905,47
2017\8\8 15:30,105,,1906,52
2017\8\8 15:32,79,,1907,39
2017\8\8 15:34,66,,1908,33
2017\8\8 15:36,99,,1909,49
2017\8\8 15:38,78,,1910,39
2017\8\8 15:40,95,,1911,47
2017\8\8 15:42,73,,1912,36
2017\8\8 15:44,70,,1913,35
2017\8\8 15:46,107,,1914,53
2017\8\8 15:48,110,,1915,55
2017\8\8 15:50,92,,1916,46
2017\8\8 15:52,95,,1917,47
2017\8\8 15:54,81,,1918,40
2017\8\8 15:56,93,,1919,46
2017\8\8 15:58,110,,1920,55
2017\8\8 16:00,86,,1921,43
2017\8\8 16:02,90,,1922,45
2017\8\8 16:04,77,,1923,38
2017\8\8 16:06,100,,1924,50
2017\8\8 16:08,136,,1925,68
2017\8\8 16:10,87,,1926,43
2017\8\8 16:12,86,,1927,43
2017\8\8 16:14,91,,1928,45
2017\8\8 16:16,72,,1929,36
2017\8\8 16:18,85,,1930,42
2017\8\8 16:20,94,,1931,47
2017\8\8 16:22,100,,1932,50
2017\8\8 16:24,129,,1933,64
2017\8\8 16:26,133,,1934,66
2017\8\8 16:28,78,,1935,39
2017\8\8 16:30,72,,1936,36
2017\8\8 16:32,88,,1937,44
2017\8\8 16:34,109,,1938,54
2017\8\8 16:36,115,,1939,57
2017\8\8 16:38,71,,1940,35
2017\8\8 16:40,103,,1941,51
2017\8\8 16:42,135,,1942,67
2017\8\8 16:44,109,,1943,54
2017\8\8 16:46,97,,1944,48
2017\8\8 16:48,66,,1945,33
2017\8\8 16:50,124,,1946,62
2017\8\8 16:52,114,,1947,57
2017\8\8 16:54,110,,1948,55
2017\8\8 16:56,116,,1949,58
2017\8\8 16:58,114,,1950,57
2017\8\8 17:00,122,,1951,61
2017\8\8 17:02,188,,1952,94
2017\8\8 17:04,126,,1953,63
2017\8\8 17:06,157,,1954,78
2017\8\8 17:08,169,,1955,84
2017\8\8 17:10,229,,1956,114
2017\8\8 17:12,190,,1957,95
2017\8\8 17:14,161,,1958,80
2017\8\8 17:16,171,,1959,85
2017\8\8 17:18,160,,1960,80
2017\8\8 17:20,142,,1961,71
2017\8\8 17:22,196,,1962,98
2017\8\8 17:24,201,,1963,100
2017\8\8 17:26,181,,1964,90
2017\8\8 17:28,158,,1965,79
2017\8\8 17:30,123,,1966,61
2017\8\8 17:32,142,,1967,71
2017\8\8 17:34,223,,1968,111
2017\8\8 17:36,295,,1969,147
2017\8\8 17:38,318,,1970,159
2017\8\8 17:40,302,,1971,151
2017\8\8 17:42,310,,1972,155
2017\8\8 17:44,263,,1973,131
2017\8\8 17:46,355,,1974,177
2017\8\8 17:48,268,,1975,134
2017\8\8 17:50,218,,1976,109
2017\8\8 17:52,282,,1977,141
2017\8\8 17:54,215,,1978,107
2017\8\8 17:56,209,,1979,104
2017\8\8 17:58,154,,1980,77
2017\8\8 18:00,152,,1981,76
2017\8\8 18:02,169,,1982,84
2017\8\8 18:04,219,,1983,109
2017\8\8 18:06,264,,1984,132
2017\8\8 18:08,382,,1985,191
2017\8\8 18:10,444,,1986,222
2017\8\8 18:12,340,,1987,170
2017\8\8 18:14,406,,1988,203
2017\8\8 18:16,342,,1989,171
2017\8\8 18:18,386,,1990,193
2017\8\8 18:20,374,,1991,187
2017\8\8 18:22,341,,1992,170
2017\8\8 18:24,290,,1993,145
2017\8\8 18:26,264,,1994,132
2017\8\8 18:28,255,,1995,127
2017\8\8 18:30,192,,1996,96
2017\8\8 18:32,234,,1997,117
2017\8\8 18:34,232,,1998,116
2017\8\8 18:36,239,,1999,119
2017\8\8 18:38,170,,2000,85
2017\8\8 18:40,265,,2001,132
2017\8\8 18:42,304,,2002,152
2017\8\8 18:44,260,,2003,130
2017\8\8 18:46,281,,2004,140
2017\8\8 18:48,330,,2005,165
2017\8\8 18:50,201,,2006,100
2017\8\8 18:52,212,,2007,106
2017\8\8 18:54,185,,2008,92
2017\8\8 18:56,199,,2009,99
2017\8\8 18:58,190,,2010,95
2017\8\8 19:00,213,,2011,106
2017\8\8 19:02,199,,2012,99
2017\8\8 19:04,232,,2013,116
2017\8\8 19:06,190,,2014,95
2017\8\8 19:08,192,,2015,96
2017\8\8 19:10,217,,2016,108
2017\8\8 19:12,187,,2017,93
2017\8\8 19:14,181,,2018,90
2017\8\8 19:16,156,,2019,78
2017\8\8 19:18,148,,2020,74
2017\8\8 19:20,138,,2021,69
2017\8\8 19:22,142,,2022,71
2017\8\8 19:24,141,,2023,70
2017\8\8 19:26,202,,2024,101
2017\8\8 19:28,142,,2025,71
2017\8\8 19:30,146,,2026,73
2017\8\8 19:32,164,,2027,82
2017\8\8 19:34,111,,2028,55
2017\8\8 19:36,139,,2029,69
2017\8\8 19:38,108,,2030,54
2017\8\8 19:40,102,,2031,51
2017\8\8 19:42,159,,2032,79
2017\8\8 19:44,128,,2033,64
2017\8\8 19:46,123,,2034,61
2017\8\8 19:48,157,,2035,78
2017\8\8 19:50,122,,2036,61
2017\8\8 19:52,98,,2037,49
2017\8\8 19:54,153,,2038,76
2017\8\8 19:56,138,,2039,69
2017\8\8 19:58,93,,2040,46
2017\8\8 20:00,111,,2041,55
2017\8\8 20:02,122,,2042,61
2017\8\8 20:04,113,,2043,56
2017\8\8 20:06,97,,2044,48
2017\8\8 20:08,86,,2045,43
2017\8\8 20:10,120,,2046,60
2017\8\8 20:12,114,,2047,57
2017\8\8 20:14,111,,2048,55
2017\8\8 20:16,95,,2049,47
2017\8\8 20:18,86,,2050,43
2017\8\8 20:20,110,,2051,55
2017\8\8 20:22,90,,2052,45
2017\8\8 20:24,69,,2053,34
2017\8\8 20:26,69,,2054,34
2017\8\8 20:28,104,,2055,52
2017\8\8 20:30,59,,2056,29
2017\8\8 20:32,69,,2057,34
2017\8\8 20:34,74,,2058,37
2017\8\8 20:36,68,,2059,34
2017\8\8 20:38,61,,2060,30
2017\8\8 20:40,59,,2061,29
2017\8\8 20:42,87,,2062,43
2017\8\8 20:44,78,,2063,39
2017\8\8 20:46,69,,2064,34
2017\8\8 20:48,89,,2065,44
2017\8\8 20:50,77,,2066,38
2017\8\8 20:52,34,,2067,17
2017\8\8 20:54,81,,2068,40
2017\8\8 20:56,51,,2069,25
2017\8\8 20:58,77,,2070,38
2017\8\8 21:00,98,,2071,49
2017\8\8 21:02,69,,2072,34
2017\8\8 21:04,68,,2073,34
2017\8\8 21:06,64,,2074,32
2017\8\8 21:08,63,,2075,31
2017\8\8 21:10,91,,2076,45
2017\8\8 21:12,55,,2077,27
2017\8\8 21:14,63,,2078,31
2017\8\8 21:16,61,,2079,30
2017\8\8 21:18,88,,2080,44
2017\8\8 21:20,63,,2081,31
2017\8\8 21:22,70,,2082,35
2017\8\8 21:24,94,,2083,47
2017\8\8 21:26,71,,2084,35
2017\8\8 21:28,69,,2085,34
2017\8\8 21:30,90,,2086,45
2017\8\8 21:32,84,,2087,42
2017\8\8 21:34,55,,2088,27
2017\8\8 21:36,54,,2089,27
2017\8\8 21:38,44,,2090,22
2017\8\8 21:40,42,,2091,21
2017\8\8 21:42,64,,2092,32
2017\8\8 21:44,55,,2093,27
2017\8\8 21:46,38,,2094,19
2017\8\8 21:48,31,,2095,15
2017\8\8 21:50,79,,2096,39
2017\8\8 21:52,31,,2097,15
2017\8\8 21:54,16,,2098,8
2017\8\8 21:56,38,,2099,19
2017\8\8 21:58,31,,2100,15
2017\8\8 22:00,30,,2101,15
2017\8\8 22:02,63,,2102,31
2017\8\8 22:04,84,,2103,42
2017\8\8 22:06,85,,2104,42
2017\8\8 22:08,45,,2105,22
2017\8\8 22:10,26,,2106,13
2017\8\8 22:12,42,,2107,21
2017\8\8 22:14,35,,2108,17
2017\8\8 22:16,43,,2109,21
2017\8\8 22:18,56,,2110,28
2017\8\8 22:20,35,,2111,17
2017\8\8 22:22,35,,2112,17
2017\8\8 22:24,34,,2113,17
2017\8\8 22:26,71,,2114,35
2017\8\8 22:28,40,,2115,20
2017\8\8 22:30,31,,2116,15
2017\8\8 22:32,79,,2117,39
2017\8\8 22:34,28,,2118,14
2017\8\8 22:36,43,,2119,21
2017\8\8 22:38,56,,2120,28
2017\8\8 22:40,33,,2121,16
2017\8\8 22:42,29,,2122,14
2017\8\8 22:44,27,,2123,13
2017\8\8 22:46,40,,2124,20
2017\8\8 22:48,33,,2125,16
2017\8\8 22:50,46,,2126,23
2017\8\8 22:52,29,,2127,14
2017\8\8 22:54,13,,2128,6
2017\8\8 22:56,20,,2129,10
2017\8\8 22:58,22,,2130,11
2017\8\8 23:00,24,,2131,12
2017\8\8 23:02,32,,2132,16
2017\8\8 23:04,5,,2133,2
2017\8\8 23:06,1,,2134,0
2017\8\8 23:08,4,,2135,2
2017\8\8 23:10,0,,2136,0
2017\8\8 23:12,0,,2137,0
2017\8\8 23:14,2,,2138,1
2017\8\8 23:16,17,,2139,8
2017\8\8 23:18,10,,2140,5
2017\8\8 23:20,1,,2141,0
2017\8\8 23:22,0,,2142,0
2017\8\8 23:24,1,,2143,0
2017\8\8 23:26,3,,2144,1
2017\8\8 23:28,0,,2145,0
2017\8\8 23:30,10,,2146,5
2017\8\8 23:32,2,,2147,1
2017\8\8 23:34,10,,2148,5
2017\8\8 23:36,0,,2149,0
2017\8\8 23:38,3,,2150,1
2017\8\8 23:40,7,,2151,3
2017\8\8 23:42,3,,2152,1
2017\8\8 23:44,0,,2153,0
2017\8\8 23:46,1,,2154,0
2017\8\8 23:48,0,,2155,0
2017\8\8 23:50,0,,2156,0
2017\8\8 23:52,0,,2157,0
2017\8\8 23:54,1,,2158,0
2017\8\8 23:56,0,,2159,0
2017\8\8 23:58,0,,2160,0
